5.982532501220703125e+01,4.293274307250976562e+01,1.747651481628417969e+01,4.777532196044921875e+01,9.085699462890625000e+01,3.012388038635253906e+01,3.498141479492187500e+01,4.493932723999023438e+01,5.918212890625000000e+01,6.957254028320312500e+01,4.732553863525390625e+01,3.062349510192871094e+01,1.684802246093750000e+01,4.497193145751953125e+01,5.576699447631835938e+01,8.697621154785156250e+01,1.218688354492187500e+02,1.366362152099609375e+02,1.498761291503906250e+02,1.270654373168945312e+02,1.514613800048828125e+02,1.621677093505859375e+02,1.789503936767578125e+02,1.746846923828125000e+02
6.476837158203125000e+01,4.877690124511718750e+01,2.536386489868164062e+01,5.348933410644531250e+01,9.408834075927734375e+01,3.751706314086914062e+01,4.202045822143554688e+01,5.090839767456054688e+01,6.435224914550781250e+01,7.453530883789062500e+01,5.294841384887695312e+01,3.674671936035156250e+01,2.368211364746093750e+01,5.191723632812500000e+01,6.182189941406250000e+01,9.197138977050781250e+01,1.233290710449218750e+02,1.368631439208984375e+02,1.492096099853515625e+02,1.280758056640625000e+02,1.507910614013671875e+02,1.615676269531250000e+02,1.775872497558593750e+02,1.742672119140625000e+02
8.302494812011718750e+01,6.403999328613281250e+01,3.384624481201171875e+01,7.296495056152343750e+01,1.125940399169921875e+02,5.243623733520507812e+01,5.577971649169921875e+01,6.439185333251953125e+01,8.265276336669921875e+01,9.269589233398437500e+01,6.945299530029296875e+01,5.352549743652343750e+01,3.985055923461914062e+01,7.057725524902343750e+01,8.144284057617187500e+01,1.086032409667968750e+02,1.397616882324218750e+02,1.527518463134765625e+02,1.640699462890625000e+02,1.439706878662109375e+02,1.635141143798828125e+02,1.709521331787109375e+02,1.850037689208984375e+02,1.856822509765625000e+02
9.351322937011718750e+01,7.605733489990234375e+01,3.356695556640625000e+01,8.495159149169921875e+01,1.264880371093750000e+02,6.455729675292968750e+01,6.810935974121093750e+01,7.722008514404296875e+01,8.061663055419921875e+01,9.300940704345703125e+01,7.923839569091796875e+01,6.079233169555664062e+01,4.277000427246093750e+01,5.879961776733398438e+01,7.428411865234375000e+01,8.732881927490234375e+01,1.313322906494140625e+02,1.495927124023437500e+02,1.654460906982421875e+02,1.374345092773437500e+02,1.650150146484375000e+02,1.619384918212890625e+02,1.776305541992187500e+02,2.107252655029296875e+02
8.195319366455078125e+01,6.713488769531250000e+01,2.656809425354003906e+01,7.244328308105468750e+01,1.170836563110351562e+02,5.578261184692382812e+01,6.028842926025390625e+01,7.000510406494140625e+01,6.583981323242187500e+01,7.965759277343750000e+01,6.812476348876953125e+01,4.690186691284179688e+01,2.773851203918457031e+01,3.965583419799804688e+01,5.737379455566406250e+01,7.319235992431640625e+01,1.243787918090820312e+02,1.453292388916015625e+02,1.633433837890625000e+02,1.314634399414062500e+02,1.619161834716796875e+02,1.587333374023437500e+02,1.767272949218750000e+02,1.848827362060546875e+02
7.129770660400390625e+01,5.132895660400390625e+01,1.215394496917724609e+01,6.079880142211914062e+01,1.080749588012695312e+02,3.841277694702148438e+01,4.423281478881835938e+01,5.537319946289062500e+01,6.056818008422851562e+01,6.853885650634765625e+01,5.221665954589843750e+01,3.104633712768554688e+01,1.283745193481445312e+01,2.749812507629394531e+01,4.575112915039062500e+01,6.831368255615234375e+01,1.239279327392578125e+02,1.458328552246093750e+02,1.641575469970703125e+02,1.313939208984375000e+02,1.626350860595703125e+02,1.638510742187500000e+02,1.826490325927734375e+02,1.882864227294921875e+02
8.564804840087890625e+01,6.534600830078125000e+01,2.229367637634277344e+01,7.670423126220703125e+01,1.213514938354492188e+02,5.346718215942382812e+01,5.775554275512695312e+01,6.755489349365234375e+01,7.414144897460937500e+01,8.183253479003906250e+01,6.809523773193359375e+01,4.720148849487304688e+01,2.777043533325195312e+01,4.093260192871093750e+01,5.833119583129882812e+01,7.400190734863281250e+01,1.247789764404296875e+02,1.455174560546875000e+02,1.633433837890625000e+02,1.318494110107421875e+02,1.635838012695312500e+02,1.613080139160156250e+02,1.784462585449218750e+02,2.102723693847656250e+02
8.821188354492187500e+01,6.871139526367187500e+01,2.679865074157714844e+01,7.948657989501953125e+01,1.229386215209960938e+02,5.711250686645507812e+01,6.116512298583984375e+01,7.063127899169921875e+01,7.661061859130859375e+01,8.557227325439453125e+01,7.202515411376953125e+01,5.239308547973632812e+01,3.334294128417968750e+01,4.798670196533203125e+01,6.441390991210937500e+01,7.902661132812500000e+01,1.263662643432617188e+02,1.457824554443359375e+02,1.624702148437500000e+02,1.328770141601562500e+02,1.625668029785156250e+02,1.609052886962890625e+02,1.781145324707031250e+02,2.147495422363281250e+02
1.394286499023437500e+02,1.224857177734375000e+02,7.768862152099609375e+01,1.391286315917968750e+02,1.673493499755859375e+02,1.141368865966796875e+02,1.124387741088867188e+02,1.191607589721679688e+02,1.348162078857421875e+02,1.392061920166015625e+02,1.163239898681640625e+02,1.046311416625976562e+02,1.007161788940429688e+02,1.280435485839843750e+02,1.313909301757812500e+02,1.460957183837890625e+02,1.659952087402343750e+02,1.763045043945312500e+02,1.855116424560546875e+02,1.683508148193359375e+02,1.868888092041015625e+02,1.974440612792968750e+02,2.134714355468750000e+02,2.245802612304687500e+02
7.652122497558593750e+01,5.286471939086914062e+01,7.137983798980712891e+00,6.745010375976562500e+01,1.147227096557617188e+02,3.980771255493164062e+01,4.513233184814453125e+01,5.632825469970703125e+01,6.711428070068359375e+01,6.726393890380859375e+01,5.407896423339843750e+01,3.059749412536621094e+01,9.809513092041015625e+00,1.813308525085449219e+01,3.761898422241210938e+01,5.654879760742187500e+01,1.162768173217773438e+02,1.403147888183593750e+02,1.607314758300781250e+02,1.246459503173828125e+02,1.617566986083984375e+02,1.604927520751953125e+02,1.793178253173828125e+02,1.963750305175781250e+02
2.360904502868652344e+01,6.652857971191406250e+01,8.318260955810546875e+01,6.065908050537109375e+01,1.644277191162109375e+01,7.438278198242187500e+01,1.196832122802734375e+02,4.846469497680664062e+01,5.311984252929687500e+01,6.322461318969726562e+01,7.352498626708984375e+01,7.812012481689453125e+01,6.377229309082031250e+01,4.214287185668945312e+01,2.213354110717773438e+01,3.456695556640625000e+01,5.243778228759765625e+01,6.903764343261718750e+01,1.223343963623046875e+02,1.439975891113281250e+02,1.625378112792968750e+02,1.297673950195312500e+02,1.631894989013671875e+02,1.613638458251953125e+02
